kanji,on_readings,kun_readings,meanings,jlpt_level,on_count,kun_count,meaning_count
授,ジュ,さず.ける さず.かる,"impart, instruct, grant, confer",N1,1,2,4
催,サイ,もよう.す もよお.す,"sponsor, hold (a meeting), give (a dinner)",N1,1,2,3
及,キュウ オヨ.ボ,およ.ぶ およ.び および,"reach out, exert, exercise, cause",N1,2,3,4
憲,ケ,,"constitution, law",N1,1,0,2
離,リ,はな.れる はな.す,"detach, separation, disjoin, digress",N1,1,2,4
激,ゲキ,はげ.しい,"violent, get excited, enraged, chafe, incite",N1,1,1,5
摘,テキ ツ.,,"pinch, pick, pluck, trim, clip, summarize",N1,2,0,6
系,ケイ,,"lineage, system",N1,1,0,2
批,ヒ,,"criticism, strike",N1,1,0,2
郎,ロウ リョウ オト,,"son, counter for sons",N1,3,0,2
健,ケン スコ.ヤ,,"healthy, health, strength, persistence",N1,2,0,4
盟,メイ,,"alliance, oath",N1,1,0,2
従,ジュウ ショウ ジュ,したが.う したが.える より,"accompany, obey, submit to, comply, follow, secondary, incidental, subordinate",N1,3,3,8
修,シュウ シュ オサ.マ,おさ.める,"discipline, conduct oneself well, study, master",N1,3,1,4
隊,タイ,,"regiment, party, company, squad",N1,1,0,4
織,ショク シキ -オ.,お.る お.り おり -おり,"weave, fabric",N1,3,4,2
拡,カク コウ,ひろ.がる ひろ.げる ひろ.める,"broaden, extend, expand, enlarge",N1,2,3,4
故,コ,ゆえ,"happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently",N1,1,1,9
振,シン フ.ル,ふ.る ぶ.る ふ.り -ぶ.り,"shake, wave, wag, swing",N1,2,4,4
弁,ベン ヘン アラソ.,わきま.える わ.ける はなびら,"valve, petal, braid, speech, dialect, discrimination, dispose of, distinguish",N1,3,3,8
就,シュウ ジュ ツ.ケ,つ.く,"concerning, settle, take position, depart, study, per",N1,3,1,6
異,イ,こと こと.なる け,"uncommon, queerness, strangeness, wonderful, curious, unusual",N1,1,3,6
献,ケン コン,たてまつ.る,"offering, counter for drinks, present, offer",N1,2,1,4
厳,ゲン ゴン イツク,おごそ.か きび.しい いか.めしい,"stern, strictness, severity, rigidity",N1,3,3,4
維,,,"fiber, tie, rope",N1,0,0,3
浜,ヒン,はま,"seacoast, beach, seashore",N1,1,1,3
遺,イ ユイ,,"bequeath, leave behind, reserve",N1,2,0,3
塁,ルイ ライ スイ トリ,,"bases, fort, rampart, walls, base(ball)",N1,4,0,5
邦,ホウ,くに,"home country, country, Japan",N1,1,1,3
素,ソ ス,もと,"elementary, principle, naked, uncovered",N1,2,1,4
遣,ケン,つか.う -つか.い -づか.い つか.わす や.る,"despatch, send, give, donate, do, undertake",N1,1,5,6
抗,コウ,,"confront, resist, defy, oppose",N1,1,0,4
模,モ,,"imitation, copy, mock",N1,1,0,3
雄,ユウ オ,お- おす,"masculine, male, hero, leader, superiority, excellence",N1,2,2,6
益,エキ ヤク マ.,,"benefit, gain, profit, advantage",N1,3,0,4
緊,キン,,"tense, solid, hard, reliable, tight",N1,1,0,5
標,ヒョウ シル,しるべ,"signpost, seal, mark, stamp, imprint, symbol, emblem, trademark, evidence, souvenir, target",N1,2,1,11
宣,セン ノタマ.ワ,のたむ.う,"proclaim, say, announce",N1,2,1,3
昭,ショ,,"shining, bright",N1,1,0,2
廃,ハイ,すた.れる すた.る,"abolish, obsolete, cessation, discarding, abandon",N1,1,2,5
伊,イ カ,,"Italy, that one",N1,2,0,2
江,コウ,,"creek, inlet, bay",N1,1,0,3
僚,リョウ,,"colleague, official, companion",N1,1,0,3
吉,キチ キツ ヨ,,"good luck, joy, congratulations",N1,3,0,3
盛,セイ ジョウ サカ.,も.る さか.る,"boom, prosper, copulate",N1,3,2,3
皇,コウ オ,,emperor,N1,2,0,1
臨,リン ノゾ.,,"look to, face, meet, confront, attend, call on",N1,2,0,6
踏,トウ,ふ.む ふ.まえる,"step, trample, carry through, appraise, evade payment",N1,1,2,5
壊,カイ エ,こわ.す こわ.れる やぶ.る,"demolition, break, destroy",N1,2,3,3
債,サイ,,"bond, loan, debt",N1,1,0,3
興,コウ キョウ オコ.,おこ.る,"entertain, revive, retrieve, interest, pleasure",N1,3,1,5
源,ゲン ミナモ,,"source, origin",N1,2,0,2
儀,,,"ceremony, rule, affair, case, a matter",N1,0,0,5
創,ソウ ショウ ケズ.シケ,つく.る はじ.める きず,"genesis, wound, injury, hurt, start, originate",N1,3,3,6
障,ショウ,さわ.る,"hinder, hurt, harm",N1,1,1,3
継,ケイ,つ.ぐ まま-,"inherit, succeed, patch, graft (tree)",N1,1,2,4
筋,キン,すじ,"muscle, sinew, tendon, fiber, plot, plan, descent",N1,1,1,7
闘,トウ アラソ.,たたか.う,"fight, war",N1,2,1,2
葬,ソウ ホウム.,,"interment, bury, shelve",N1,2,0,3
避,ヒ,さ.ける よ.ける,"evade, avoid, avert, ward off, shirk, shun",N1,1,2,6
司,シ ツカサド.,,"director, official, govt office, rule, administer",N1,2,0,5
康,コ,,"ease, peace",N1,1,0,2
善,ゼン ヨシ.トス,よ.い い.い よ.く,"virtuous, good, goodness",N1,2,3,3
逮,タイ,,"apprehend, chase",N1,1,0,2
迫,ハク セマ.,,"urge, force, imminent, spur on",N1,2,0,4
惑,ワク,まど.う,"beguile, delusion, perplexity",N1,1,1,3
崩,ホウ,くず.れる -くず.れ くず.す,"crumble, die, demolish, level",N1,1,3,4
紀,,,"chronicle, account, narrative, history, annals, geologic period",N1,0,0,6
聴,チョウ テイ ユル.,き.く,"listen, headstrong, naughty, careful inquiry",N1,3,1,4
脱,ダツ,ぬ.ぐ ぬ.げる,"undress, removing, escape from, get rid of, be left out, take off",N1,1,2,6
級,キュ,,"class, rank, grade",N1,1,0,3
博,ハク バ,,"Dr., command, esteem, win acclaim, Ph.D., exposition, fair",N1,2,0,7
締,テイ,し.まる し.まり し.める -し.め -じ.め,"tighten, tie, shut, lock, fasten",N1,1,5,5
救,キュウ,すく.う,"salvation, save, help, rescue, reclaim",N1,1,1,5
執,シツ シュウ ト.,,"tenacious, take hold, grasp, take to heart",N1,3,0,4
房,ボウ フ,,"tassel, tuft, fringe, bunch, lock (hair), segment (orange), house, room",N1,2,0,8
撤,テツ,,"remove, withdraw, disarm, dismantle, reject, exclude",N1,1,0,6
削,サク ソ.,けず.る はつ.る,"plane, sharpen, whittle, pare",N1,2,2,4
密,ミツ,ひそ.か,"secrecy, density (pop), minuteness, carefulness",N1,1,1,4
措,ソ,お.く,"set aside, give up, suspend, discontinue, lay aside, except",N1,1,1,6
志,シ シリング ココロザ,こころざ.す,"intention, plan, resolve, aspire, motive, hopes, shilling",N1,3,1,7
載,サイ ノ.,の.せる,"ride, board, get on, place, spread, 10**44",N1,2,1,6
陣,ジン,,"camp, battle array, ranks, position",N1,1,0,4
我,ガ,われ わ わ.が- わが,"ego, I, selfish, our, oneself",N1,1,4,5
為,イ ナ,ため な.る な.す す.る たり つく.る,"do, change, make, benefit, welfare, be of use, reach to, try, practice, cost, serve as, good, advantage, as a re",N1,2,6,14
抑,ヨク,おさ.える,"repress, well, now, in the first place, push, shove, press, seal, do in spite of",N1,1,1,9
幕,マク バク,,"curtain, bunting, act of play",N1,2,0,3
染,セン -シ.メ,そ.める -ぞ.め -ぞめ そ.まる し.みる -じ.みる し.み,"dye, color, paint, stain, print",N1,2,7,5
奈,ナ ナイ ダイ,いかん からなし,"Nara, what?",N1,3,2,2
傷,ショウ,きず いた.む いた.める,"wound, hurt, injure, impair, pain, injury, cut, gash, scar, weak point",N1,1,3,10
択,タク,えら.ぶ,"choose, select, elect, prefer",N1,1,1,4
秀,シュウ ヒイ.デ,,"excel, excellence, beauty, surpass",N1,2,0,4
徴,チョウ チ,しるし,"indications, sign, omen, symptom, collect, seek, refer to, question",N1,2,1,8
弾,ダン タン,ひ.く -ひ.き はず.む たま はじ.く はじ.ける ただ.す はじ.きゆみ,"bullet, twang, flip, snap",N1,2,8,4
償,ショウ,つぐな.う,"reparation, make up for, recompense, redeem",N1,1,1,4
功,コウ ク イサ,,"achievement, merits, success, honor, credit",N1,3,0,5
拠,キョ コ,よ.る,"foothold, based on, follow, therefore",N1,2,1,4
秘,ヒ,ひ.める ひそ.か かく.す,"secret, conceal",N1,1,3,2
拒,キョ ゴ,こば.む,"repel, refuse, reject, decline",N1,2,1,4
刑,ケ,,"punish, penalty, sentence, punishment",N1,1,0,4
塚,チョウ -ヅ,つか,"hillock, mound",N1,2,1,2
致,チ,いた.す,"doth, do, send, forward, cause, exert, incur, engage",N1,1,1,8
繰,ソウ ク.,,"winding, reel, spin, turn (pages), look up, refer to",N1,2,0,6
尾,ビ,お,"tail, end, counter for fish, lower slope of mountain",N1,1,1,4
描,ビョウ,えが.く か.く,"sketch, compose, write, draw, paint",N1,1,2,5
鈴,レイ リン ス,,"small bell, buzzer",N1,3,0,2
盤,バ,,"tray, shallow bowl, platter, tub, board, phonograph record",N1,1,0,6
項,コウ,うなじ,"paragraph, nape of neck, clause, item, term (expression)",N1,1,1,5
喪,ソウ,も,"miss, mourning",N1,1,1,2
伴,ハン バン トモナ.,,"consort, accompany, bring with, companion",N1,3,0,4
養,ヨウ リョウ ヤシナ.,,"foster, bring up, rear, develop, nurture",N1,3,0,5
懸,ケン ケ,か.ける か.かる,"suspend, hang, 10%, install, depend, consult",N1,2,2,6
街,ガイ カイ マ,,"boulevard, street, town",N1,3,0,3
契,ケイ,ちぎ.る,"pledge, promise, vow",N1,1,1,3
掲,ケイ,かか.げる,"put up (a notice), put up, hoist, display, hang out, publish, describe",N1,1,1,7
躍,ヤク オド.,,"leap, dance, skip",N1,2,0,3
棄,キ,す.てる,"abandon, throw away, discard, resign, reject, sacrifice",N1,1,1,6
邸,テイ ヤシ,,"residence, mansion",N1,2,0,2
縮,シュク,ちぢ.む ちぢ.まる ちぢ.める ちぢ.れる ちぢ.らす,"shrink, contract, shrivel, wrinkle, reduce",N1,1,5,5
還,カン,かえ.る,"send back, return",N1,1,1,2
属,ゾク ショク ヤカ,さかん つく,"belong, genus, subordinate official, affiliated",N1,3,2,4
慮,リョ オモンパカ.,おもんぱく.る,"prudence, thought, concern, consider, deliberate, fear",N1,2,1,6
枠,,わく,"frame, framework, spindle, spool, bounding-box, (kokuji)",N1,0,1,6
恵,ケイ エ メグ.,めぐ.む,"favor, blessing, grace, kindness",N1,3,1,4
露,ロ ロウ ツ,,"dew, tears, expose, Russia",N1,3,0,4
沖,チュウ,おき おきつ ちゅう.する わく,"open sea, offing, rise high into sky",N1,1,4,3
緩,カン ユル.メ,ゆる.い ゆる.やか ゆる.む,"slacken, loosen, relax, lessen, be moderate, ease",N1,2,3,6
節,セツ セチ ノッ,ふし -ぶし,"node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody",N1,3,2,14
需,ジュ,,"demand, request, need",N1,1,0,3
射,シャ,い.る さ.す,"shoot, shine into, onto, archery",N1,1,2,4
購,コウ,,"subscription, buy",N1,1,0,2
揮,キ,ふる.う,"brandish, wave, wag, swing, shake",N1,1,1,5
充,ジュウ ミ.タ,あ.てる,"allot, fill",N1,2,1,2
貢,コウ ク,みつ.ぐ,"tribute, support, finance",N1,2,1,3
鹿,ロク,しか,deer,N1,1,1,1
却,キャク,かえ.って しりぞ.く しりぞ.ける,"instead, on the contrary, rather",N1,1,3,3
端,タン ハ,はし は はた -ばた,"edge, origin, end, point, border, verge, cape",N1,2,4,7
賃,チ,,"fare, fee, hire, rent, wages, charge",N1,1,0,6
獲,カク,え.る,"seize, get, find, earn, acquire, can, may, able to",N1,1,1,8
郡,グン,こうり,"county, district",N1,1,1,2
併,ヘイ,あわ.せる,"join, get together, unite, collective",N1,1,1,4
徹,テ,,"penetrate, clear, pierce, strike home, sit up (all night)",N1,1,0,5
貴,キ トウト.,たっと.い とうと.い たっと.ぶ,"precious, value, prize, esteem, honor",N1,2,3,5
衝,ショウ,つ.く,"collide, brunt, highway, opposition (astronomy), thrust, pierce, stab, prick",N1,1,1,8
焦,ショウ,こ.げる こ.がす こ.がれる あせ.る,"char, hurry, impatient, irritate, burn, scorch, singe",N1,1,4,7
奪,ダツ,うば.う,"rob, take by force, snatch away, dispossess, plunder, usurp",N1,1,1,6
災,サイ,わざわ.い,"disaster, calamity, woe, curse, evil",N1,1,1,5
浦,ホ,うら,"bay, creek, inlet, gulf, beach, seacoast",N1,1,1,6
析,セキ,,"chop, divide, tear, analyze",N1,1,0,4
譲,ジョウ ユズ.,,"defer, turnover, transfer, convey",N1,2,0,4
称,ショウ ホメ.,たた.える とな.える あ.げる かな.う はか.り はか.る,"appellation, praise, admire, name, title, fame",N1,2,6,6
納,ノウ ナッ ナ ナン トウ オサ.マ,おさ.める -おさ.める,"settlement, obtain, reap, pay, supply, store",N1,6,2,6
樹,ジュ,,"timber trees, wood",N1,1,0,2
挑,チョウ,いど.む,"challenge, contend for, make love to",N1,1,1,3
誘,ユウ イウ,さそ.う いざな.う,"entice, lead, tempt, invite, ask, call for, seduce, allure",N1,2,2,8
紛,フン,まぎ.れる -まぎ.れ まぎ.らす まぎ.らわす まぎ.らわしい,"distract, be mistaken for, go astray, divert",N1,1,5,4
至,シ イタ.,,"climax, arrive, proceed, reach, attain, result in",N1,2,0,6
宗,シュウ ソウ ム,,"religion, sect, denomination, main point, origin, essence",N1,3,0,6
促,ソク,うなが.す,"stimulate, urge, press, demand, incite",N1,1,1,5
慎,シン ツツシ.,つつし.む つつし,"humility, be careful, discrete, prudent",N1,2,2,4
控,コウ,ひか.える ひか.え,"withdraw, draw in, hold back, refrain from, be moderate",N1,1,2,5
智,,,"wisdom, intellect, reason",N1,0,0,3
握,アク,にぎ.る,"grip, hold, mould sushi, bribe",N1,1,1,4
宙,チュ,,"mid-air, air, space, sky, memorization, interval of time",N1,1,0,6
俊,シュ,,"sagacious, genius, excellence",N1,1,0,3
銭,セン ゼン,ぜに すき,"coin, .01 yen, money",N1,2,2,3
渋,ジュウ シュウ,しぶ しぶ.い しぶ.る,"astringent, hesitate, reluctant, have diarrhea",N1,2,3,4
銃,ジュウ,,"gun, arms",N1,1,0,2
操,ソウ サン アヤツ.,みさお,"maneuver, manipulate, operate, steer, chastity, virginity, fidelity",N1,3,1,7
携,ケイ,たずさ.える たずさ.わる,"portable, carry (in hand), armed with, bring along",N1,1,2,4
診,シン,み.る,"checkup, seeing, diagnose, examine",N1,1,1,4
託,タク,かこつ.ける かこ.つ かこ.つける,"consign, requesting, entrusting with, pretend, hint",N1,1,3,5
撮,サツ,と.る つま.む -ど.り,"snapshot, take pictures",N1,1,3,2
誕,タン,,"nativity, be born, declension, lie, be arbitrary",N1,1,0,5
侵,シン,おか.す,"encroach, invade, raid, trespass, violate",N1,1,1,5
括,カツ,くく.る,"fasten, tie up, arrest, constrict",N1,1,1,4
謝,シャ アヤマ.,,"apologize, thank, refuse",N1,2,0,3
駆,ク,か.ける か.る,"drive, run, gallop, advance, inspire, impel",N1,1,2,6
透,トウ トウ.,す.く す.かす す.ける とう.る,"transparent, permeate, filter, penetrate",N1,2,4,4
津,シン,,"haven, port, harbor, ferry",N1,1,0,4
壁,ヘキ,かべ,"wall, lining (stomach), fence",N1,1,1,3
稲,トウ テ,いね いな,rice plant,N1,2,2,1
仮,カ ケ,かり かり-,"sham, temporary, interim, assumed (name), informal",N1,2,2,5
裂,レツ,さ.く さ.ける -ぎ.れ,"split, rend, tear",N1,1,3,3
敏,ビン サト,,"cleverness, agile, alert",N1,2,0,3
是,ゼ シ,これ,"just so, this, right, justice",N1,2,1,4
排,ハ,,"repudiate, exclude, expel, reject",N1,1,0,4
裕,ユ,,"abundant, rich, fertile",N1,1,0,3
堅,ケン -ガタ.,かた.い,"strict, hard, solid, tough, tight, reliable",N1,2,1,6
訳,ヤク,わけ,"translate, reason, circumstance, case",N1,1,1,4
芝,シ シ,,"turf, lawn",N1,2,0,2
綱,コウ,つな,"hawser, class (genus), rope, cord, cable",N1,1,1,5
典,テン デ,,"code, ceremony, law, rule",N1,2,0,4
賀,,,"congratulations, joy",N1,0,0,2
扱,ショウ,あつか.る あつか.い あつか.う,"handle, entertain, thresh, strip",N1,1,3,4
顧,コ カエリ.ミ,,"look back, review, examine oneself, turn around",N1,2,0,4
弘,コウ グ ヒロ.,,"vast, broad, wide",N1,3,0,3
看,カン,み.る,"watch over, see",N1,1,1,2
訟,ショウ,,"sue, accuse",N1,1,0,2
戒,カイ,いまし.める,commandment,N1,1,1,1
祉,シ,,"welfare, happiness",N1,1,0,2
誉,ヨ ホ.メ,ほま.れ,"reputation, praise, honor, glory",N1,2,1,4
歓,カン ヨロコ.,,"delight, joy",N1,2,0,2
奏,ソウ カナ.デ,,"play music, speak to a ruler, complete",N1,2,0,3
勧,カン ケン,すす.める,"persuade, recommend, advise, encourage, offer",N1,2,1,5
騒,ソウ,さわ.ぐ うれい さわ.がしい,"boisterous, make noise, clamor, disturb, excite",N1,1,3,5
閥,バツ,,"clique, lineage, pedigree, faction, clan",N1,1,0,5
甲,コウ カン カ キノ,,"armor, high (voice), A grade, first class, former, instep, carapace",N1,4,0,7
縄,ジョウ,なわ ただ.す,"straw rope, cord",N1,1,2,2
郷,キョウ ゴウ サ,,"home town, village, native place, district",N1,3,0,4
揺,ヨウ,ゆ.れる ゆ.る ゆ.らぐ ゆ.るぐ ゆ.する ゆ.さぶる ゆ.すぶる うご.く,"swing, shake, sway, rock, tremble, vibrate",N1,1,8,6
免,メン マヌガ.レ,まぬか.れる,"excuse, dismissal",N1,2,1,2
既,キ,すで.に,"previously, already, long ago",N1,1,1,3
薦,セン スス.メ,,"recommend, mat, advise, encourage, offer",N1,2,0,5
隣,リン トナ,とな.る,neighboring,N1,2,1,1
華,カ ケ ハ,,"splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous",N1,3,0,9
範,ハ,,"pattern, example, model",N1,1,0,3
隠,イン オン ヨ.,かく.す かく.し かく.れる かか.す,"conceal, hide, cover",N1,3,4,3
徳,ト,,"benevolence, virtue, goodness, commanding respect",N1,1,0,4
哲,テ,,"philosophy, clear",N1,1,0,2
杉,サン,すぎ,"cedar, cryptomeria",N1,1,1,2
釈,シャク セキ ユル.,とく す.てる,explanation,N1,3,2,1
己,コ キ ツチノ,おのれ,"self, snake, serpent",N1,3,1,3
妥,,,"gentle, peace, depravity",N1,0,0,3
威,イ オド.カ,おど.す おど.し,"intimidate, dignity, majesty, menace, threaten",N1,2,2,5
豪,ゴウ エラ.,,"overpowering, great, powerful, excelling, Australia",N1,2,0,5
熊,ユウ,くま,bear,N1,1,1,1
滞,タイ テイ,とどこお.る,"stagnate, be delayed, overdue, arrears",N1,2,1,4
微,ビ カス.,,"delicate, minuteness, insignificance",N1,2,0,3
隆,リュ,,"hump, high, noble, prosperity",N1,1,0,4
症,ショウ,,"symptoms, illness",N1,1,0,2
暫,ザン,しばら.く,"temporarily, a while, moment, long time",N1,1,1,4
忠,チュ,,"loyalty, fidelity, faithfulness",N1,1,0,3
倉,ソウ,くら,"godown, warehouse, storehouse, cellar, treasury",N1,1,1,5
彦,ゲン ヒ,,"lad, boy (ancient)",N1,2,0,2
肝,カン,きも,"liver, pluck, nerve, chutzpah",N1,1,1,4
喚,カン,わめ.く,"yell, cry, scream",N1,1,1,3
沿,エン,そ.う -ぞ.い,"run alongside, follow along, run along, lie along",N1,1,2,4
妙,ミョウ ビョウ,たえ,"exquisite, strange, queer, mystery, miracle, excellent, delicate, charming",N1,2,1,8
唱,ショウ,とな.える,"chant, recite, call upon, yell",N1,1,1,4
阿,ア オ オモネ.,,"Africa, flatter, fawn upon, corner, nook, recess",N1,3,0,6
索,サク,,"cord, rope",N1,1,0,2
誠,セイ マコ,,"sincerity, admonish, warn, prohibit, truth, fidelity",N1,2,0,6
襲,シュウ カサ.,おそ.う,"attack, advance on, succeed to, pile, heap",N1,2,1,5
懇,コン,ねんご.ろ,"sociable, kind, courteous, hospitable, cordial",N1,1,1,5
俳,ハイ,,"haiku, actor",N1,1,0,2
柄,ヘイ ツ,がら え,"design, pattern, build, nature, handle, crank, grip, knob, shaft",N1,2,2,9
驚,キョウ,おどろ.く おどろ.かす,"wonder, be surprised, frightened, amazed",N1,1,2,4
麻,マ マア ア,,"hemp, flax",N1,3,0,2
李,リ スモ,,plum,N1,2,0,1
浩,コウ ヒロ.,おおき.い,"wide expanse, abundance, vigorous",N1,2,1,3
剤,ザイ スイ セイ,かる けず.る,"dose, medicine, drug",N1,3,2,3
瀬,ライ,,"rapids, current, torrent, shallows, shoal",N1,1,0,5
趣,シュ,おもむき おもむ.く,"gist, proceed to, tend, become",N1,1,2,4
陥,カン,おちい.る おとしい.れる,"collapse, fall into, cave in, fall (castle), slide into",N1,1,2,5
斎,サイ イ.,とき つつし.む ものいみ,"purification, Buddhist food, room, worship, avoid, alike",N1,2,3,6
貫,カン ヌ,つらぬ.く ぬ.く,"pierce, 8 1, 3lbs, penetrate, brace",N1,2,2,5
仙,セン セン,,"hermit, wizard, cent",N1,2,0,3
慰,イ,なぐさ.める なぐさ.む,"consolation, amusement, seduce, cheer, make sport of, comfort, console",N1,1,2,7
序,ジョ ツイ,つい.で,"preface, beginning, order, precedence, occasion, chance, incidentally",N1,2,1,7
旬,ジュン シュン,,"decameron, 10day period, season (for specific products",N1,2,0,3
兼,ケン -カ.ネ,か.ねる,"concurrently, and",N1,2,1,2
聖,セイ ショウ ヒジ,,"holy, saint, sage, master, priest",N1,3,0,5
旨,シ,むね うま.い,"delicious, relish, show a liking for, purport, will, clever, expert",N1,1,2,7
即,ソク,つ.く つ.ける すなわ.ち,"instant, namely, as is, conform, agree, adapt",N1,1,3,6
柳,リュウ ヤナ,,willow,N1,2,0,1
舎,シャ セキ ヤド.,,"cottage, inn, hut, house, mansion",N1,3,0,5
偽,ギ カ,いつわ.る にせ いつわ.り,"falsehood, lie, deceive, pretend, counterfeit, forgery",N1,2,3,6
較,カク コウ,くら.べる,"contrast, compare",N1,2,1,2
覇,ハ ハク,はたがしら,"hegemony, supremacy, leadership, champion",N1,2,1,4
詳,ショウ ツマビ.ラ,くわ.しい,"detailed, full, minute, accurate, well-informed",N1,2,1,5
抵,テイ,,"resist, reach, touch",N1,1,0,3
脅,キョウ,おびや.かす おど.す おど.かす,"threaten, coerce",N1,1,3,2
茂,モ シゲ.,,"overgrown, grow thick, be luxuriant",N1,2,0,3
犠,ギ キ,いけにえ,sacrifice,N1,2,1,1
旗,キ,はた,"national flag, banner, standard",N1,1,1,3
距,キョ,へだ.たる,long-distance,N1,1,1,1
雅,ガ ミヤ.,,"gracious, elegant, graceful, refined",N1,2,0,4
飾,ショク カザ.,かざ.る,"decorate, ornament, adorn, embellish",N1,2,1,4
網,モウ ア,,"netting, network",N1,2,0,2
竜,リュウ リョウ ロウ イ,たつ,"dragon, imperial",N1,4,1,2
詩,,,"poem, poetry",N1,0,0,2
繁,ハン,しげ.る しげ.く,"luxuriant, thick, overgrown, frequency, complexity, trouble",N1,1,2,6
翼,ヨク,つばさ,"wing, plane, flank",N1,1,1,3
潟,セキ -ガ,かた,lagoon,N1,2,1,1
敵,テキ,かたき かな.う,"enemy, foe, opponent",N1,1,2,3
魅,ミ,,"fascination, charm, bewitch",N1,1,0,3
嫌,ケン ゲン,きら.う きら.い いや,"dislike, detest, hate",N1,2,3,3
斉,セイ サイ ハヤ,そろ.う ひと.しい ひと.しく あたる,"adjusted, alike, equal, similar variety of",N1,3,4,4
敷,フ -シ.,し.く,"spread, pave, sit, promulgate",N1,2,1,4
擁,ヨウ,,"hug, embrace, possess, protect, lead",N1,1,0,5
圏,ケン,かこ.い,"sphere, circle, radius, range",N1,1,1,4
酸,サン,す.い,"acid, bitterness, sour, tart",N1,1,1,4
罰,バツ バチ ハツ,ばっ.する,"penalty, punishment",N1,3,1,2
滅,メツ,ほろ.びる ほろ.ぶ ほろ.ぼす,"destroy, ruin, overthrow, perish",N1,1,3,4
礎,ソ イシズ,,"cornerstone, foundation stone",N1,2,0,2
腐,フ,くさ.る -くさ.る くさ.れる くさ.れ くさ.らす くさ.す,"rot, decay, sour",N1,1,6,3
脚,キャク キャ カク ア,,"skids, leg, undercarriage",N1,4,0,3
潮,チョウ ウシ,しお,"tide, salt water, opportunity",N1,2,1,3
梅,バイ,うめ,plum,N1,1,1,1
尽,ジン サン,つ.くす -つ.くす -づ.くし -つ.く -づ.く -ず.く つ.きる つ.かす さかづき ことごと.く つか つき,"exhaust, use up, run out of, befriend, serve",N1,2,12,5
僕,ボク,しもべ,"me, I (male)",N1,1,1,2
桜,オウ ヨウ サク,,cherry,N1,3,0,1
滑,カツ コツ ナメ.ラ,すべ.る,"slippery, slide, slip, flunk",N1,3,1,4
孤,コ,,"orphan, alone",N1,1,0,2
炎,エン ホノ,,"inflammation, flame, blaze",N1,2,0,3
賠,バイ,,"compensation, indemnify",N1,1,0,2
句,,,"phrase, clause, sentence, passage, paragraph, counter for haiku",N1,0,0,6
鋼,コウ,はがね,steel,N1,1,1,1
頑,ガン,かたく,"stubborn, foolish, firmly",N1,1,1,3
鎖,サ,くさり とざ.す,"chain, irons, connection",N1,1,2,3
彩,サイ イロド.,,"coloring, paint, makeup",N1,2,0,3
摩,マ,ま.する さ.する す.る,"chafe, rub, polish, grind, scrape",N1,1,3,5
励,レイ,はげ.む はげ.ます,"encourage, be diligent, inspire",N1,1,2,3
縦,ジュウ,たて,"vertical, length, height, self-indulgent, wayward",N1,1,1,5
輝,キ カガヤ.,,"radiance, shine, sparkle, gleam, twinkle",N1,2,0,5
蓄,チク,たくわ.える,"amass, keeping a concubine, phonograph",N1,1,1,3
軸,ジク,,"axis, pivot, stem, stalk, counter for book scrolls",N1,1,0,5
巡,ジュン,めぐ.る めぐ.り,"patrol, go around, circumference",N1,1,2,3
稼,カ,かせ.ぐ,"earnings, work, earn money",N1,1,1,3
瞬,シュン,またた.く,"wink, blink, twinkle",N1,1,1,3
砲,ホ,,"cannon, gun",N1,1,0,2
噴,フン,ふ.く,"erupt, spout, emit, flush out",N1,1,1,4
誇,コ,ほこ.る,"boast, be proud, pride, triumphantly",N1,1,1,4
祥,ショ,,"auspicious, happiness, good omen",N1,1,0,3
牲,セイ,,"animal sacrifice, offering",N1,1,0,2
秩,チ,,"regularity, salary, order",N1,1,0,3
帝,テイ,みかど,"sovereign, the emperor, god, creator",N1,1,1,4
宏,コウ ヒロ.,,"wide, large",N1,2,0,2
唆,サ,そそのか.す,"tempt, seduce, instigate, promote",N1,1,1,4
阻,ソ,はば.む,"thwart, separate from, prevent, obstruct, deter, impede",N1,1,1,6
泰,タ,,"peaceful, calm, peace, easy, Thailand",N1,1,0,5
賄,ワイ,まかな.う,"bribe, board, supply, finance",N1,1,1,4
撲,ボク,,"slap, strike, hit, beat, tell, speak",N1,1,0,6
堀,クツ ホ,,"ditch, moat, canal",N1,2,0,3
菊,キク,,chrysanthemum,N1,1,0,1
絞,コウ,しぼ.る し.める し.まる,"strangle, constrict, wring",N1,1,3,3
縁,エン -ネン,ふち ふちど.る ゆかり よすが へり えにし,"affinity, relation, connection, edge, border, verge, brink",N1,2,6,7
唯,ユイ イ タ,,"solely, only, merely, simply",N1,3,0,4
膨,ボウ,ふく.らむ ふく.れる,"swell, get fat, thick",N1,1,2,3
矢,シ,や,"dart, arrow",N1,1,1,2
耐,タイ タ.エ,,"-proof, enduring",N1,2,0,2
塾,ジュク,,"cram school, private school",N1,1,0,2
漏,ロウ,も.る も.れる も.らす,"leak, escape, time",N1,1,3,3
慶,ケイ ヨロコ.,,"jubilation, congratulate, rejoice, be happy",N1,2,0,4
猛,モ,,"fierce, rave, rush, become furious, wildness, strength",N1,1,0,6
芳,ホウ カンバ.シ,,"perfume, balmy, flavorable, fragrant",N1,2,0,4
